Cell_ID	cell_types	week	Gene_num	Pre_Map_Reads	Aligned_Reads	MappingRate	pfc
GW26_PFC1_N4_sc14	OPC	GW26	5067	2739107	1699480	62.00%	PFC1
GW26_PFC1_N4_sc15	GABAergic neurons	GW26	2047	2069705	796290	38.50%	PFC1
GW26_PFC1_N4_sc16	OPC	GW26	4183	1567190	970279	61.90%	PFC1
GW26_PFC1_N4_sc2	Neurons	GW26	3485	1738460	110729	6.40%	PFC1
GW26_PFC1_N4_sc3	GABAergic neurons	GW26	2095	1296195	808242	62.40%	PFC1
GW26_PFC1_N4_sc4	OPC	GW26	3096	884589	557240	63.00%	PFC1
GW26_PFC1_N4_sc5	Astrocytes	GW26	5165	10909361	5969784	54.70%	PFC1
GW26_PFC1_N4_sc6	Astrocytes	GW26	4775	8121274	4641860	57.20%	PFC1
GW26_PFC1_N4_sc7	GABAergic neurons	GW26	3745	4294300	2176894	50.70%	PFC1
GW26_PFC1_N4_sc8	OPC	GW26	3167	792092	522600	66.00%	PFC1
GW26_PFC1_N4_sc9	OPC	GW26	3443	2606195	1593372	61.10%	PFC1
GW26_PFC1_O1_sc1	GABAergic neurons	GW26	3924	2653676	1359319	51.20%	PFC1
GW26_PFC1_O1_sc10	GABAergic neurons	GW26	2339	871091	586562	67.30%	PFC1
GW26_PFC1_O1_sc11	GABAergic neurons	GW26	2158	713209	425671	59.70%	PFC1
GW26_PFC1_O1_sc12	Neurons	GW26	2491	428399	320387	74.80%	PFC1
GW26_PFC1_O1_sc13	GABAergic neurons	GW26	1839	276743	193484	69.90%	PFC1
GW26_PFC1_O1_sc14	Neurons	GW26	1716	192972	91297	47.30%	PFC1
GW26_PFC1_O1_sc15	GABAergic neurons	GW26	2084	357823	266240	74.40%	PFC1
GW26_PFC1_O1_sc16	GABAergic neurons	GW26	2396	2304155	1118174	48.50%	PFC1
GW26_PFC1_O1_sc2	GABAergic neurons	GW26	4494	2052302	1224655	59.70%	PFC1
GW26_PFC1_O1_sc3	GABAergic neurons	GW26	2542	744314	502411	67.50%	PFC1
GW26_PFC1_O1_sc4	OPC	GW26	3528	373603	245289	65.70%	PFC1
GW26_PFC1_O1_sc5	GABAergic neurons	GW26	3747	1559655	1087815	69.70%	PFC1
GW26_PFC1_O1_sc6	Microglia	GW26	3008	1263440	950528	75.20%	PFC1
GW26_PFC1_O1_sc7	Astrocytes	GW26	3275	1128425	852523	75.50%	PFC1
GW26_PFC1_O1_sc8	OPC	GW26	4018	1915185	1354562	70.70%	PFC1
GW26_PFC1_O1_sc9	GABAergic neurons	GW26	3125	586031	407005	69.50%	PFC1
GW26_PFC1_O2_sc1	GABAergic neurons	GW26	5097	5716821	3225633	56.40%	PFC1
GW26_PFC1_O2_sc10	GABAergic neurons	GW26	4190	541214	146576	27.10%	PFC1
GW26_PFC1_O2_sc11	GABAergic neurons	GW26	4810	4533078	2263707	49.90%	PFC1
GW26_PFC1_O2_sc12	GABAergic neurons	GW26	3672	3102936	1422216	45.80%	PFC1
GW26_PFC1_O2_sc13	Neurons	GW26	1849	521463	349831	67.10%	PFC1
GW26_PFC1_O2_sc14	Astrocytes	GW26	5209	4103558	2560799	62.40%	PFC1
GW26_PFC1_O2_sc15	GABAergic neurons	GW26	4495	3177798	1711362	53.90%	PFC1
GW26_PFC1_O2_sc16	GABAergic neurons	GW26	5127	2117402	1167272	55.10%	PFC1
GW26_PFC1_O2_sc17	GABAergic neurons	GW26	3704	3290952	1673139	50.80%	PFC1
GW26_PFC1_O2_sc18	GABAergic neurons	GW26	4264	4876459	2405504	49.30%	PFC1
GW26_PFC1_O2_sc19	GABAergic neurons	GW26	5898	744549	350163	47.00%	PFC1
GW26_PFC1_O2_sc2	GABAergic neurons	GW26	2099	754911	385642	51.10%	PFC1
GW26_PFC1_O2_sc20	GABAergic neurons	GW26	1083	189837	89434	47.10%	PFC1
GW26_PFC1_O2_sc21	GABAergic neurons	GW26	4800	3527179	1766035	50.10%	PFC1
GW26_PFC1_O2_sc22	Astrocytes	GW26	3815	1550273	763401	49.20%	PFC1
GW26_PFC1_O2_sc23	Astrocytes	GW26	3905	2552948	1352821	53.00%	PFC1
GW26_PFC1_O2_sc24	GABAergic neurons	GW26	2594	724803	356762	49.20%	PFC1
GW26_PFC1_O2_sc3	GABAergic neurons	GW26	3150	1188434	630793	53.10%	PFC1
GW26_PFC1_O2_sc4	GABAergic neurons	GW26	4652	3404701	1925919	56.60%	PFC1
GW26_PFC1_O2_sc5	GABAergic neurons	GW26	5754	1669013	753050	45.10%	PFC1
GW26_PFC1_O2_sc6	GABAergic neurons	GW26	3640	3588660	2056894	57.30%	PFC1
GW26_PFC1_O2_sc8	GABAergic neurons	GW26	3652	1094439	562325	51.40%	PFC1
GW26_PFC1_O2_sc9	GABAergic neurons	GW26	6460	13045393	6259767	48.00%	PFC1
GW26_PFC1_O3_sc1	Microglia	GW26	2200	1163107	835290	71.80%	PFC1
GW26_PFC1_O3_sc10	GABAergic neurons	GW26	1142	260246	189794	72.90%	PFC1
GW26_PFC1_O3_sc11	GABAergic neurons	GW26	1435	359904	239046	66.40%	PFC1
GW26_PFC1_O3_sc12	Neurons	GW26	2093	240836	182052	75.60%	PFC1
GW26_PFC1_O3_sc13	GABAergic neurons	GW26	1548	491006	377709	76.90%	PFC1
GW26_PFC1_O3_sc14	GABAergic neurons	GW26	1185	402375	303274	75.40%	PFC1
GW26_PFC1_O3_sc15	GABAergic neurons	GW26	1233	480710	333043	69.30%	PFC1
GW26_PFC1_O3_sc16	GABAergic neurons	GW26	1126	404838	306059	75.60%	PFC1
GW26_PFC1_O3_sc2	GABAergic neurons	GW26	1210	332459	242491	72.90%	PFC1
GW26_PFC1_O3_sc3	GABAergic neurons	GW26	1461	269070	188774	70.20%	PFC1
GW26_PFC1_O3_sc4	Microglia	GW26	2012	985910	704414	71.40%	PFC1
GW26_PFC1_O3_sc5	GABAergic neurons	GW26	1664	180621	136782	75.70%	PFC1
GW26_PFC1_O3_sc6	Microglia	GW26	2560	1658579	1229843	74.20%	PFC1
GW26_PFC1_O3_sc7	GABAergic neurons	GW26	1842	439971	353624	80.40%	PFC1
GW26_PFC1_O3_sc8	Neurons	GW26	1666	200983	68123	33.90%	PFC1
GW26_PFC1_O3_sc9	GABAergic neurons	GW26	1302	451841	348329	77.10%	PFC1
GW26_PFC1_O4_sc1	Microglia	GW26	1623	610829	421006	68.90%	PFC1
GW26_PFC1_O4_sc10	Neurons	GW26	2175	385287	269028	69.80%	PFC1
GW26_PFC1_O4_sc11	GABAergic neurons	GW26	1569	284864	191184	67.10%	PFC1
GW26_PFC1_O4_sc12	GABAergic neurons	GW26	1578	448919	318693	71.00%	PFC1
GW26_PFC1_O4_sc2	OPC	GW26	2262	661884	494784	74.80%	PFC1
GW26_PFC1_O4_sc3	Astrocytes	GW26	2387	774264	533999	69.00%	PFC1
GW26_PFC1_O4_sc4	Neurons	GW26	1655	284788	196804	69.10%	PFC1
GW26_PFC1_O4_sc5	Astrocytes	GW26	2890	548983	364144	66.30%	PFC1
GW26_PFC1_O4_sc6	GABAergic neurons	GW26	1817	384938	258706	67.20%	PFC1
GW26_PFC1_O4_sc7	GABAergic neurons	GW26	1339	309052	181650	58.80%	PFC1
GW26_PFC1_O4_sc8	Neurons	GW26	1499	286833	189235	66.00%	PFC1
GW26_PFC1_O4_sc9	Microglia	GW26	1779	373860	261406	69.90%	PFC1
GW26_PFC1_P1_sc1	GABAergic neurons	GW26	3622	3391930	1106029	32.60%	PFC1
GW26_PFC1_P1_sc11	Astrocytes	GW26	3448	457573	260022	56.80%	PFC1
GW26_PFC1_P1_sc12	Astrocytes	GW26	2609	643173	449074	69.80%	PFC1
GW26_PFC1_P1_sc13	Microglia	GW26	2165	770389	432697	56.20%	PFC1
GW26_PFC1_P1_sc14	GABAergic neurons	GW26	2079	205333	99959	48.70%	PFC1
GW26_PFC1_P1_sc15	Astrocytes	GW26	3646	1480861	957433	64.70%	PFC1
GW26_PFC1_P1_sc16	GABAergic neurons	GW26	2589	732479	348556	47.60%	PFC1
GW26_PFC1_P1_sc2	GABAergic neurons	GW26	2809	1099348	643510	58.50%	PFC1
GW26_PFC1_P1_sc3	GABAergic neurons	GW26	5016	5754414	3091358	53.70%	PFC1
GW26_PFC1_P1_sc4	GABAergic neurons	GW26	5328	1849367	901387	48.70%	PFC1
GW26_PFC1_P1_sc5	Microglia	GW26	5708	1466646	839758	57.30%	PFC1
GW26_PFC1_P1_sc6	GABAergic neurons	GW26	2543	655343	357736	54.60%	PFC1
GW26_PFC1_P1_sc7	GABAergic neurons	GW26	4430	2604117	1512902	58.10%	PFC1
GW26_PFC1_P1_sc8	Microglia	GW26	4479	3746690	1662292	44.40%	PFC1
GW26_PFC1_P1_sc9	GABAergic neurons	GW26	2465	1023783	531680	51.90%	PFC1
GW26_PFC1_P2_sc1	Microglia	GW26	5009	4025439	2569382	63.80%	PFC1
GW26_PFC1_P2_sc10	GABAergic neurons	GW26	2984	2086007	1212399	58.10%	PFC1
GW26_PFC1_P2_sc11	GABAergic neurons	GW26	2565	732490	354383	48.40%	PFC1
GW26_PFC1_P2_sc12	Neurons	GW26	3138	1158730	616955	53.20%	PFC1
GW26_PFC1_P2_sc13	GABAergic neurons	GW26	2891	1222838	461139	37.70%	PFC1
GW26_PFC1_P2_sc14	OPC	GW26	2599	1115594	637997	57.20%	PFC1
GW26_PFC1_P2_sc15	Microglia	GW26	3136	1328557	700681	52.70%	PFC1
GW26_PFC1_P2_sc16	GABAergic neurons	GW26	2146	244089	130166	53.30%	PFC1
GW26_PFC1_P2_sc2	GABAergic neurons	GW26	1704	960841	581030	60.50%	PFC1
GW26_PFC1_P2_sc3	GABAergic neurons	GW26	3554	3440151	1592502	46.30%	PFC1
GW26_PFC1_P2_sc4	GABAergic neurons	GW26	1772	998306	568539	57.00%	PFC1
GW26_PFC1_P2_sc5	GABAergic neurons	GW26	3720	1433597	664629	46.40%	PFC1
GW26_PFC1_P2_sc6	GABAergic neurons	GW26	2211	433998	225485	52.00%	PFC1
GW26_PFC1_P2_sc7	GABAergic neurons	GW26	3213	1234745	581176	47.10%	PFC1
GW26_PFC1_P2_sc8	GABAergic neurons	GW26	2628	455778	190609	41.80%	PFC1
GW26_PFC1_P2_sc9	GABAergic neurons	GW26	1717	2293752	308425	13.40%	PFC1
GW26_PFC1_P3_sc1	GABAergic neurons	GW26	6715	6738492	3892491	57.80%	PFC1
GW26_PFC1_P3_sc10	OPC	GW26	4942	1889501	1283594	67.90%	PFC1
GW26_PFC1_P3_sc11	Astrocytes	GW26	3484	1281398	797775	62.30%	PFC1
GW26_PFC1_P3_sc12	GABAergic neurons	GW26	4038	1036115	568944	54.90%	PFC1
GW26_PFC1_P3_sc13	Astrocytes	GW26	4329	2852645	1740358	61.00%	PFC1
GW26_PFC1_P3_sc14	Astrocytes	GW26	3778	2032407	1280264	63.00%	PFC1
GW26_PFC1_P3_sc15	Microglia	GW26	3394	2041606	1229103	60.20%	PFC1
GW26_PFC1_P3_sc16	OPC	GW26	3299	2061159	1169859	56.80%	PFC1
GW26_PFC1_P3_sc2	GABAergic neurons	GW26	6382	6365269	3569526	56.10%	PFC1
GW26_PFC1_P3_sc4	GABAergic neurons	GW26	5519	6573470	3713404	56.50%	PFC1
GW26_PFC1_P3_sc5	GABAergic neurons	GW26	5353	1285836	647934	50.40%	PFC1
GW26_PFC1_P3_sc6	Astrocytes	GW26	4788	5504803	2856405	51.90%	PFC1
GW26_PFC1_P3_sc7	Astrocytes	GW26	3386	1306918	845074	64.70%	PFC1
GW26_PFC1_P3_sc9	Astrocytes	GW26	5754	5270435	3070989	58.30%	PFC1
GW26_PFC1_P4_sc1	Astrocytes	GW26	3068	1680614	984292	58.60%	PFC1
GW26_PFC1_P4_sc10	OPC	GW26	3162	1878930	1394400	74.20%	PFC1
GW26_PFC1_P4_sc11	GABAergic neurons	GW26	2654	704495	473780	67.30%	PFC1
GW26_PFC1_P4_sc12	GABAergic neurons	GW26	2101	1398681	928017	66.30%	PFC1
GW26_PFC1_P4_sc13	Microglia	GW26	3410	3882271	2371350	61.10%	PFC1
GW26_PFC1_P4_sc14	GABAergic neurons	GW26	4209	1599274	881693	55.10%	PFC1
GW26_PFC1_P4_sc15	GABAergic neurons	GW26	2703	2548396	1648266	64.70%	PFC1
GW26_PFC1_P4_sc16	Neurons	GW26	2347	1855659	1293648	69.70%	PFC1
GW26_PFC1_P4_sc2	GABAergic neurons	GW26	1493	598022	433262	72.40%	PFC1
GW26_PFC1_P4_sc3	GABAergic neurons	GW26	2187	259014	185148	71.50%	PFC1
GW26_PFC1_P4_sc4	GABAergic neurons	GW26	3681	2987590	2018103	67.50%	PFC1
GW26_PFC1_P4_sc5	Neurons	GW26	2165	881561	595360	67.50%	PFC1
GW26_PFC1_P4_sc7	GABAergic neurons	GW26	2217	937319	581949	62.10%	PFC1
GW26_PFC1_P4_sc8	GABAergic neurons	GW26	2576	1434032	951598	66.40%	PFC1
GW26_PFC1_P4_sc9	Stem cells	GW26	4478	5431271	3662455	67.40%	PFC1
GW26_PFC1_Q1_sc1	Neurons	GW26	2402	439384	270147	61.50%	PFC1
GW26_PFC1_Q1_sc10	GABAergic neurons	GW26	1941	155754	103334	66.30%	PFC1
GW26_PFC1_Q1_sc11	Neurons	GW26	2696	372997	272395	73.00%	PFC1
GW26_PFC1_Q1_sc12	Neurons	GW26	1781	96022	62823	65.40%	PFC1
GW26_PFC1_Q1_sc13	GABAergic neurons	GW26	2469	979944	550087	56.10%	PFC1
GW26_PFC1_Q1_sc14	GABAergic neurons	GW26	2884	541540	395149	73.00%	PFC1
GW26_PFC1_Q1_sc15	OPC	GW26	2338	430384	306272	71.20%	PFC1
GW26_PFC1_Q1_sc16	Neurons	GW26	1875	329881	229941	69.70%	PFC1
GW26_PFC1_Q1_sc2	OPC	GW26	2281	278560	173963	62.50%	PFC1
GW26_PFC1_Q1_sc3	GABAergic neurons	GW26	2111	212040	92815	43.80%	PFC1
GW26_PFC1_Q1_sc4	GABAergic neurons	GW26	2536	398628	230063	57.70%	PFC1
GW26_PFC1_Q1_sc5	GABAergic neurons	GW26	1922	108058	71434	66.10%	PFC1
GW26_PFC1_Q1_sc6	GABAergic neurons	GW26	2356	374647	236659	63.20%	PFC1
GW26_PFC1_Q1_sc7	Neurons	GW26	1772	165843	114417	69.00%	PFC1
GW26_PFC1_Q1_sc8	Astrocytes	GW26	2012	373942	196991	52.70%	PFC1
GW26_PFC1_Q1_sc9	OPC	GW26	2317	457536	294300	64.30%	PFC1
GW26_PFC1_Q2_sc1	Neurons	GW26	2743	663918	347637	52.40%	PFC1
GW26_PFC1_Q2_sc10	GABAergic neurons	GW26	1631	314477	244057	77.60%	PFC1
GW26_PFC1_Q2_sc11	OPC	GW26	1597	592025	460105	77.70%	PFC1
GW26_PFC1_Q2_sc12	Neurons	GW26	1719	846206	655293	77.40%	PFC1
GW26_PFC1_Q2_sc13	GABAergic neurons	GW26	1070	529949	402220	75.90%	PFC1
GW26_PFC1_Q2_sc14	Neurons	GW26	1908	392408	283455	72.20%	PFC1
GW26_PFC1_Q2_sc15	GABAergic neurons	GW26	1473	687587	513113	74.60%	PFC1
GW26_PFC1_Q2_sc16	OPC	GW26	1806	387133	299588	77.40%	PFC1
GW26_PFC1_Q2_sc2	Neurons	GW26	2027	1517764	1035547	68.20%	PFC1
GW26_PFC1_Q2_sc3	Neurons	GW26	2302	910671	642700	70.60%	PFC1
GW26_PFC1_Q2_sc5	GABAergic neurons	GW26	1952	1126390	797442	70.80%	PFC1
GW26_PFC1_Q2_sc6	GABAergic neurons	GW26	2357	351685	222912	63.40%	PFC1
GW26_PFC1_Q2_sc7	GABAergic neurons	GW26	1570	1258170	812324	64.60%	PFC1
GW26_PFC1_Q2_sc8	Neurons	GW26	1845	1160130	854271	73.60%	PFC1
GW26_PFC1_Q2_sc9	Neurons	GW26	2204	875535	665317	76.00%	PFC1
GW26_PFC1_Q3_sc1	GABAergic neurons	GW26	4161	6605519	3661168	55.40%	PFC1
GW26_PFC1_Q3_sc10	GABAergic neurons	GW26	3233	531459	301217	56.70%	PFC1
GW26_PFC1_Q3_sc11	GABAergic neurons	GW26	3808	3002492	1501072	50.00%	PFC1
GW26_PFC1_Q3_sc12	Neurons	GW26	3939	6074779	3368849	55.50%	PFC1
GW26_PFC1_Q3_sc13	GABAergic neurons	GW26	1823	1241418	773307	62.30%	PFC1
GW26_PFC1_Q3_sc14	GABAergic neurons	GW26	3024	2003740	1162014	58.00%	PFC1
GW26_PFC1_Q3_sc15	Neurons	GW26	1966	1071046	649487	60.60%	PFC1
GW26_PFC1_Q3_sc16	Neurons	GW26	2653	2395614	1449355	60.50%	PFC1
GW26_PFC1_Q3_sc17	Neurons	GW26	2719	2899596	1777279	61.30%	PFC1
GW26_PFC1_Q3_sc18	Neurons	GW26	4048	6702614	3709888	55.30%	PFC1
GW26_PFC1_Q3_sc19	GABAergic neurons	GW26	4152	5544224	3094952	55.80%	PFC1
GW26_PFC1_Q3_sc2	GABAergic neurons	GW26	1695	1088577	547054	50.30%	PFC1
GW26_PFC1_Q3_sc20	GABAergic neurons	GW26	4423	7194611	4429405	61.60%	PFC1
GW26_PFC1_Q3_sc21	Neurons	GW26	3279	3149493	1977077	62.80%	PFC1
GW26_PFC1_Q3_sc22	GABAergic neurons	GW26	2516	2467843	1425016	57.70%	PFC1
GW26_PFC1_Q3_sc23	Astrocytes	GW26	3375	734057	418953	57.10%	PFC1
GW26_PFC1_Q3_sc24	GABAergic neurons	GW26	2152	1516474	915630	60.40%	PFC1
GW26_PFC1_Q3_sc3	GABAergic neurons	GW26	1984	503663	255484	50.70%	PFC1
GW26_PFC1_Q3_sc4	GABAergic neurons	GW26	2773	1796117	951537	53.00%	PFC1
GW26_PFC1_Q3_sc5	GABAergic neurons	GW26	1932	1015823	593730	58.40%	PFC1
GW26_PFC1_Q3_sc6	GABAergic neurons	GW26	2037	276414	99574	36.00%	PFC1
GW26_PFC1_Q3_sc7	Neurons	GW26	1655	1252314	837142	66.80%	PFC1
GW26_PFC1_Q3_sc8	GABAergic neurons	GW26	2071	1552263	900489	58.00%	PFC1
GW26_PFC1_Q3_sc9	GABAergic neurons	GW26	2721	2060643	958530	46.50%	PFC1
GW26_PFC1_Q4_sc1	Neurons	GW26	2858	1422566	821290	57.70%	PFC1
GW26_PFC1_Q4_sc2	GABAergic neurons	GW26	2875	792054	482804	61.00%	PFC1
GW26_PFC1_Q4_sc3	GABAergic neurons	GW26	3321	738138	373803	50.60%	PFC1
GW26_PFC1_Q4_sc4	GABAergic neurons	GW26	3536	2935051	1701499	58.00%	PFC1
GW26_PFC1_Q4_sc6	Neurons	GW26	1835	394799	234487	59.40%	PFC1
GW26_PFC1_Q4_sc7	GABAergic neurons	GW26	1872	327735	180325	55.00%	PFC1
GW26_PFC1_Q4_sc8	GABAergic neurons	GW26	2108	945363	476795	50.40%	PFC1
GW26_PFC1_R1_sc10	Neurons	GW26	2023	419149	273363	65.20%	PFC1
GW26_PFC1_R1_sc11	GABAergic neurons	GW26	3318	313015	145495	46.50%	PFC1
GW26_PFC1_R1_sc12	GABAergic neurons	GW26	1518	213254	135543	63.60%	PFC1
GW26_PFC1_R1_sc13	GABAergic neurons	GW26	1778	246527	164944	66.90%	PFC1
GW26_PFC1_R1_sc14	OPC	GW26	2908	192967	142165	73.70%	PFC1
GW26_PFC1_R1_sc15	Neurons	GW26	1912	271347	211348	77.90%	PFC1
GW26_PFC1_R1_sc16	Neurons	GW26	1697	338230	231054	68.30%	PFC1
GW26_PFC1_R1_sc2	GABAergic neurons	GW26	2183	439973	52732	12.00%	PFC1
GW26_PFC1_R1_sc4	GABAergic neurons	GW26	1615	135407	93345	68.90%	PFC1
GW26_PFC1_R1_sc5	GABAergic neurons	GW26	1674	198326	137795	69.50%	PFC1
GW26_PFC1_R1_sc6	Neurons	GW26	2007	257780	191001	74.10%	PFC1
GW26_PFC1_R1_sc7	GABAergic neurons	GW26	1910	306320	193330	63.10%	PFC1
GW26_PFC1_R1_sc9	Neurons	GW26	1440	176416	121917	69.10%	PFC1
GW26_PFC1_R2_sc1	Neurons	GW26	2623	891941	635136	71.20%	PFC1
GW26_PFC1_R2_sc10	GABAergic neurons	GW26	3047	1163308	84722	7.30%	PFC1
GW26_PFC1_R2_sc11	Neurons	GW26	1863	545174	317161	58.20%	PFC1
GW26_PFC1_R2_sc12	Neurons	GW26	2075	209836	157486	75.10%	PFC1
GW26_PFC1_R2_sc13	Microglia	GW26	2831	1243747	802422	64.50%	PFC1
GW26_PFC1_R2_sc14	Neurons	GW26	1719	488143	359115	73.60%	PFC1
GW26_PFC1_R2_sc15	GABAergic neurons	GW26	1890	576342	340625	59.10%	PFC1
GW26_PFC1_R2_sc16	GABAergic neurons	GW26	1999	224812	167736	74.60%	PFC1
GW26_PFC1_R2_sc17	GABAergic neurons	GW26	1235	240382	171552	71.40%	PFC1
GW26_PFC1_R2_sc18	Neurons	GW26	1504	418622	263026	62.80%	PFC1
GW26_PFC1_R2_sc19	GABAergic neurons	GW26	1573	145372	67827	46.70%	PFC1
GW26_PFC1_R2_sc2	Neurons	GW26	1631	530969	371001	69.90%	PFC1
GW26_PFC1_R2_sc20	OPC	GW26	2324	705522	514227	72.90%	PFC1
GW26_PFC1_R2_sc21	Neurons	GW26	1129	120290	56170	46.70%	PFC1
GW26_PFC1_R2_sc22	OPC	GW26	1898	243066	169537	69.70%	PFC1
GW26_PFC1_R2_sc23	GABAergic neurons	GW26	1457	347180	132767	38.20%	PFC1
GW26_PFC1_R2_sc24	GABAergic neurons	GW26	1419	125477	76720	61.10%	PFC1
GW26_PFC1_R2_sc3	GABAergic neurons	GW26	1895	269495	154815	57.40%	PFC1
GW26_PFC1_R2_sc4	GABAergic neurons	GW26	1623	248850	175120	70.40%	PFC1
GW26_PFC1_R2_sc5	Neurons	GW26	1436	214717	166004	77.30%	PFC1
GW26_PFC1_R2_sc6	GABAergic neurons	GW26	1978	222209	143946	64.80%	PFC1
GW26_PFC1_R2_sc7	Neurons	GW26	1408	64457	37341	57.90%	PFC1
GW26_PFC1_R2_sc8	Astrocytes	GW26	1631	355870	245662	69.00%	PFC1
GW26_PFC1_R2_sc9	GABAergic neurons	GW26	1906	773541	482985	62.40%	PFC1
GW26_PFC1_R3_sc1	GABAergic neurons	GW26	2331	944241	580835	61.50%	PFC1
GW26_PFC1_R3_sc10	Astrocytes	GW26	1156	165627	124274	75.00%	PFC1
GW26_PFC1_R3_sc11	GABAergic neurons	GW26	1448	215000	139416	64.80%	PFC1
GW26_PFC1_R3_sc12	Neurons	GW26	2309	527345	327526	62.10%	PFC1
GW26_PFC1_R3_sc13	GABAergic neurons	GW26	1030	294794	158955	53.90%	PFC1
GW26_PFC1_R3_sc14	Neurons	GW26	2225	348411	252830	72.60%	PFC1
GW26_PFC1_R3_sc16	GABAergic neurons	GW26	2134	559838	231761	41.40%	PFC1
GW26_PFC1_R3_sc2	GABAergic neurons	GW26	1810	423669	236101	55.70%	PFC1
GW26_PFC1_R3_sc3	Microglia	GW26	1862	638160	367517	57.60%	PFC1
GW26_PFC1_R3_sc4	GABAergic neurons	GW26	1957	415311	277793	66.90%	PFC1
GW26_PFC1_R3_sc5	GABAergic neurons	GW26	1259	378461	202117	53.40%	PFC1
GW26_PFC1_R3_sc7	Microglia	GW26	2566	1008932	712578	70.60%	PFC1
GW26_PFC1_R3_sc8	GABAergic neurons	GW26	1042	264390	146723	55.50%	PFC1
GW26_PFC1_R4_sc1	GABAergic neurons	GW26	5400	9322280	5016310	53.80%	PFC1
GW26_PFC1_R4_sc2	GABAergic neurons	GW26	1687	576613	323074	56.00%	PFC1
GW26_PFC1_R4_sc3	GABAergic neurons	GW26	3405	745742	420496	56.40%	PFC1
GW26_PFC1_R4_sc4	GABAergic neurons	GW26	5591	9227153	5002961	54.20%	PFC1
GW26_PFC1_R4_sc5	GABAergic neurons	GW26	2169	1141079	639738	56.10%	PFC1
GW26_PFC1_R4_sc6	GABAergic neurons	GW26	3492	2640128	1370496	51.90%	PFC1
GW26_PFC1_R4_sc7	GABAergic neurons	GW26	3340	2075217	1089978	52.50%	PFC1
GW26_PFC1_R4_sc8	GABAergic neurons	GW26	2603	912545	492227	53.90%	PFC1
