Cell_ID	cell_types	week	Gene_num	Pre_Map_Reads	Aligned_Reads	MappingRate	pfc
GW26_PFC1_I3_sc4	GABAergic neurons	GW26	4380	2040676	1128198	55.30%	PFC1
GW26_PFC1_I3_sc5	GABAergic neurons	GW26	7257	33742327	19486551	57.80%	PFC1
GW26_PFC1_I3_sc7	GABAergic neurons	GW26	2134	1469420	885460	60.30%	PFC1
GW26_PFC1_I3_sc8	GABAergic neurons	GW26	2614	1831682	1107340	60.50%	PFC1
GW26_PFC1_I4_sc1	GABAergic neurons	GW26	2051	871258	456812	52.40%	PFC1
GW26_PFC1_I4_sc3	Neurons	GW26	2361	892623	569874	63.80%	PFC1
GW26_PFC1_I4_sc4	Neurons	GW26	1814	531555	373273	70.20%	PFC1
GW26_PFC1_I4_sc5	Neurons	GW26	1862	586516	402479	68.60%	PFC1
GW26_PFC1_I4_sc6	GABAergic neurons	GW26	1669	369528	215327	58.30%	PFC1
GW26_PFC1_J1_sc1	Neurons	GW26	2121	936157	587575	62.80%	PFC1
GW26_PFC1_J1_sc10	GABAergic neurons	GW26	1812	915555	590716	64.50%	PFC1
GW26_PFC1_J1_sc11	Microglia	GW26	3629	2666034	1641157	61.60%	PFC1
GW26_PFC1_J1_sc12	GABAergic neurons	GW26	2169	1792505	977324	54.50%	PFC1
GW26_PFC1_J1_sc13	Astrocytes	GW26	2833	1008116	691306	68.60%	PFC1
GW26_PFC1_J1_sc14	GABAergic neurons	GW26	1678	733110	523201	71.40%	PFC1
GW26_PFC1_J1_sc15	OPC	GW26	3980	393694	274617	69.80%	PFC1
GW26_PFC1_J1_sc16	OPC	GW26	2921	1062312	785774	74.00%	PFC1
GW26_PFC1_J1_sc4	OPC	GW26	2427	942734	698354	74.10%	PFC1
GW26_PFC1_J1_sc5	Neurons	GW26	1304	432634	317330	73.30%	PFC1
GW26_PFC1_J1_sc6	Neurons	GW26	1491	248656	183744	73.90%	PFC1
GW26_PFC1_J1_sc7	Neurons	GW26	2101	672312	515890	76.70%	PFC1
GW26_PFC1_J1_sc8	Astrocytes	GW26	1899	809371	502913	62.10%	PFC1
GW26_PFC1_J1_sc9	OPC	GW26	2683	1476693	1018632	69.00%	PFC1
GW26_PFC1_J2_sc1	GABAergic neurons	GW26	3650	2691185	1759850	65.40%	PFC1
GW26_PFC1_J2_sc10	GABAergic neurons	GW26	2380	1133002	707373	62.40%	PFC1
GW26_PFC1_J2_sc11	GABAergic neurons	GW26	2176	757791	479446	63.30%	PFC1
GW26_PFC1_J2_sc12	Microglia	GW26	2823	2019092	1166181	57.80%	PFC1
GW26_PFC1_J2_sc13	GABAergic neurons	GW26	3416	2063148	1477057	71.60%	PFC1
GW26_PFC1_J2_sc15	GABAergic neurons	GW26	4853	4647289	2915682	62.70%	PFC1
GW26_PFC1_J2_sc16	Neurons	GW26	2626	1064105	630492	59.30%	PFC1
GW26_PFC1_J2_sc2	Neurons	GW26	4503	3215209	2350789	73.10%	PFC1
GW26_PFC1_J2_sc3	GABAergic neurons	GW26	2808	1840023	1217333	66.20%	PFC1
GW26_PFC1_J2_sc4	GABAergic neurons	GW26	1756	607320	369227	60.80%	PFC1
GW26_PFC1_J2_sc5	GABAergic neurons	GW26	3001	694716	480289	69.10%	PFC1
GW26_PFC1_J2_sc6	GABAergic neurons	GW26	4669	3426624	2225216	64.90%	PFC1
GW26_PFC1_J2_sc7	GABAergic neurons	GW26	6455	11781487	7944136	67.40%	PFC1
GW26_PFC1_J2_sc8	GABAergic neurons	GW26	2424	1115297	719127	64.50%	PFC1
GW26_PFC1_J2_sc9	GABAergic neurons	GW26	2906	1475846	930763	63.10%	PFC1
GW26_PFC1_J3_sc1	Neurons	GW26	3500	3249626	2005593	61.70%	PFC1
GW26_PFC1_J3_sc10	GABAergic neurons	GW26	2500	1931501	1123614	58.20%	PFC1
GW26_PFC1_J3_sc11	Neurons	GW26	3988	1174605	796711	67.80%	PFC1
GW26_PFC1_J3_sc12	GABAergic neurons	GW26	3807	1487865	991114	66.60%	PFC1
GW26_PFC1_J3_sc13	OPC	GW26	2372	1125306	709993	63.10%	PFC1
GW26_PFC1_J3_sc14	Neurons	GW26	2041	980399	628517	64.10%	PFC1
GW26_PFC1_J3_sc15	GABAergic neurons	GW26	3405	3380312	1876789	55.50%	PFC1
GW26_PFC1_J3_sc16	GABAergic neurons	GW26	2509	1467820	799130	54.40%	PFC1
GW26_PFC1_J3_sc2	Neurons	GW26	2501	1528217	993069	65.00%	PFC1
GW26_PFC1_J3_sc3	GABAergic neurons	GW26	4579	5924585	3493593	59.00%	PFC1
GW26_PFC1_J3_sc4	GABAergic neurons	GW26	3841	3923491	2216691	56.50%	PFC1
GW26_PFC1_J3_sc5	Neurons	GW26	3672	987048	672713	68.20%	PFC1
GW26_PFC1_J3_sc6	GABAergic neurons	GW26	2891	333451	196964	59.10%	PFC1
GW26_PFC1_J3_sc7	GABAergic neurons	GW26	2148	1145079	696024	60.80%	PFC1
GW26_PFC1_J3_sc8	GABAergic neurons	GW26	3516	1012482	575564	56.80%	PFC1
GW26_PFC1_J3_sc9	GABAergic neurons	GW26	3628	3939049	2237807	56.80%	PFC1
GW26_PFC1_J4_sc1	GABAergic neurons	GW26	2301	957174	605542	63.30%	PFC1
GW26_PFC1_J4_sc2	Neurons	GW26	1262	186393	115863	62.20%	PFC1
GW26_PFC1_J4_sc6	GABAergic neurons	GW26	1224	169342	109445	64.60%	PFC1
GW26_PFC1_J4_sc7	GABAergic neurons	GW26	1562	297635	176115	59.20%	PFC1
GW26_PFC1_J4_sc8	GABAergic neurons	GW26	1895	331125	229840	69.40%	PFC1
GW26_PFC1_K1_sc10	GABAergic neurons	GW26	1853	221839	155637	70.20%	PFC1
GW26_PFC1_K1_sc11	Neurons	GW26	1044	149877	51231	34.20%	PFC1
GW26_PFC1_K1_sc12	Neurons	GW26	1646	170728	96337	56.40%	PFC1
GW26_PFC1_K1_sc13	GABAergic neurons	GW26	1393	275043	99651	36.20%	PFC1
GW26_PFC1_K1_sc14	OPC	GW26	2154	267331	190096	71.10%	PFC1
GW26_PFC1_K1_sc15	GABAergic neurons	GW26	1146	158219	97830	61.80%	PFC1
GW26_PFC1_K1_sc16	GABAergic neurons	GW26	1310	134511	95309	70.90%	PFC1
GW26_PFC1_K1_sc17	Microglia	GW26	3111	1459230	706042	48.40%	PFC1
GW26_PFC1_K1_sc18	Microglia	GW26	3104	861343	480699	55.80%	PFC1
GW26_PFC1_K1_sc19	Astrocytes	GW26	2599	963899	496360	51.50%	PFC1
GW26_PFC1_K1_sc2	Astrocytes	GW26	3129	512919	370972	72.30%	PFC1
GW26_PFC1_K1_sc20	OPC	GW26	1570	137132	63183	46.10%	PFC1
GW26_PFC1_K1_sc21	GABAergic neurons	GW26	1272	88653	35987	40.60%	PFC1
GW26_PFC1_K1_sc22	OPC	GW26	1784	235759	155919	66.10%	PFC1
GW26_PFC1_K1_sc23	GABAergic neurons	GW26	1760	166861	102045	61.20%	PFC1
GW26_PFC1_K1_sc24	GABAergic neurons	GW26	2697	1026450	472314	46.00%	PFC1
GW26_PFC1_K1_sc3	GABAergic neurons	GW26	2000	333390	161131	48.30%	PFC1
GW26_PFC1_K1_sc4	Stem cells	GW26	3546	435171	291043	66.90%	PFC1
GW26_PFC1_K1_sc5	OPC	GW26	2915	218098	137581	63.10%	PFC1
GW26_PFC1_K1_sc6	OPC	GW26	2797	139503	85913	61.60%	PFC1
GW26_PFC1_K1_sc7	OPC	GW26	4563	1102074	810163	73.50%	PFC1
GW26_PFC1_K1_sc8	GABAergic neurons	GW26	1916	188835	76226	40.40%	PFC1
GW26_PFC1_K1_sc9	GABAergic neurons	GW26	1509	214004	127818	59.70%	PFC1
GW26_PFC1_K2_sc1	OPC	GW26	2212	963614	765130	79.40%	PFC1
GW26_PFC1_K2_sc10	GABAergic neurons	GW26	1523	718705	550419	76.60%	PFC1
GW26_PFC1_K2_sc11	GABAergic neurons	GW26	1600	389342	209964	53.90%	PFC1
GW26_PFC1_K2_sc12	Neurons	GW26	2625	4283470	1253906	29.30%	PFC1
GW26_PFC1_K2_sc13	Neurons	GW26	1618	717065	545058	76.00%	PFC1
GW26_PFC1_K2_sc14	Neurons	GW26	2526	715320	569855	79.70%	PFC1
GW26_PFC1_K2_sc15	Neurons	GW26	1496	494980	410181	82.90%	PFC1
GW26_PFC1_K2_sc16	GABAergic neurons	GW26	1146	335956	194540	57.90%	PFC1
GW26_PFC1_K2_sc2	OPC	GW26	3962	888956	164534	18.50%	PFC1
GW26_PFC1_K2_sc3	Neurons	GW26	1979	831279	679949	81.80%	PFC1
GW26_PFC1_K2_sc4	Neurons	GW26	1970	585285	471982	80.60%	PFC1
GW26_PFC1_K2_sc5	Neurons	GW26	1536	659317	498102	75.50%	PFC1
GW26_PFC1_K2_sc6	Stem cells	GW26	3103	3191471	2408210	75.50%	PFC1
GW26_PFC1_K2_sc7	OPC	GW26	3765	3111535	2427693	78.00%	PFC1
GW26_PFC1_K2_sc8	Microglia	GW26	2873	2218208	1482281	66.80%	PFC1
GW26_PFC1_K2_sc9	Neurons	GW26	1847	1021902	709744	69.50%	PFC1
GW26_PFC1_K3_sc1	GABAergic neurons	GW26	4604	7104327	4122679	58.00%	PFC1
GW26_PFC1_K3_sc10	OPC	GW26	2531	931677	615295	66.00%	PFC1
GW26_PFC1_K3_sc11	Microglia	GW26	2948	1365879	941354	68.90%	PFC1
GW26_PFC1_K3_sc12	Astrocytes	GW26	2579	1183906	866418	73.20%	PFC1
GW26_PFC1_K3_sc13	Neurons	GW26	2005	1483533	946523	63.80%	PFC1
GW26_PFC1_K3_sc14	GABAergic neurons	GW26	2900	1329578	203145	15.30%	PFC1
GW26_PFC1_K3_sc15	GABAergic neurons	GW26	3085	2077246	1466782	70.60%	PFC1
GW26_PFC1_K3_sc16	GABAergic neurons	GW26	1556	649381	460139	70.90%	PFC1
GW26_PFC1_K3_sc2	GABAergic neurons	GW26	5157	7448345	4575955	61.40%	PFC1
GW26_PFC1_K3_sc3	GABAergic neurons	GW26	5339	9131895	5266874	57.70%	PFC1
GW26_PFC1_K3_sc4	GABAergic neurons	GW26	5202	5305372	2993289	56.40%	PFC1
GW26_PFC1_K3_sc5	GABAergic neurons	GW26	5381	3692036	2170939	58.80%	PFC1
GW26_PFC1_K3_sc6	GABAergic neurons	GW26	6067	12110415	7148396	59.00%	PFC1
GW26_PFC1_K3_sc7	GABAergic neurons	GW26	3680	2404184	1443607	60.00%	PFC1
GW26_PFC1_K3_sc8	GABAergic neurons	GW26	3957	3979687	2183669	54.90%	PFC1
GW26_PFC1_K3_sc9	OPC	GW26	2223	834800	532895	63.80%	PFC1
GW26_PFC1_K4_sc10	Microglia	GW26	1912	1073106	706723	65.90%	PFC1
GW26_PFC1_K4_sc11	Neurons	GW26	2271	166585	95905	57.60%	PFC1
GW26_PFC1_K4_sc12	GABAergic neurons	GW26	2001	1534690	1009503	65.80%	PFC1
GW26_PFC1_K4_sc13	Neurons	GW26	3330	3410478	2124699	62.30%	PFC1
GW26_PFC1_K4_sc14	GABAergic neurons	GW26	1879	465766	328248	70.50%	PFC1
GW26_PFC1_K4_sc15	GABAergic neurons	GW26	1357	665054	457900	68.90%	PFC1
GW26_PFC1_K4_sc16	Neurons	GW26	2017	298228	180616	60.60%	PFC1
GW26_PFC1_K4_sc2	Stem cells	GW26	2873	1305147	985657	75.50%	PFC1
GW26_PFC1_K4_sc3	Neurons	GW26	1860	342333	222839	65.10%	PFC1
GW26_PFC1_K4_sc4	GABAergic neurons	GW26	1503	733809	552688	75.30%	PFC1
GW26_PFC1_K4_sc5	GABAergic neurons	GW26	1281	476802	370396	77.70%	PFC1
GW26_PFC1_K4_sc6	Neurons	GW26	1737	413257	285337	69.00%	PFC1
GW26_PFC1_K4_sc7	Neurons	GW26	1195	85348	49420	57.90%	PFC1
GW26_PFC1_K4_sc8	Neurons	GW26	1967	429754	292009	67.90%	PFC1
GW26_PFC1_K4_sc9	Neurons	GW26	3037	2564464	1613434	62.90%	PFC1
GW26_PFC1_L1_sc10	Microglia	GW26	2284	548353	299100	54.50%	PFC1
GW26_PFC1_L1_sc11	GABAergic neurons	GW26	4993	8716505	4702973	54.00%	PFC1
GW26_PFC1_L1_sc12	GABAergic neurons	GW26	3140	402271	227884	56.60%	PFC1
GW26_PFC1_L1_sc13	GABAergic neurons	GW26	5796	12006487	7403614	61.70%	PFC1
GW26_PFC1_L1_sc14	GABAergic neurons	GW26	2498	2481279	1444267	58.20%	PFC1
GW26_PFC1_L1_sc16	GABAergic neurons	GW26	3202	4203692	2539298	60.40%	PFC1
GW26_PFC1_L1_sc2	GABAergic neurons	GW26	1939	755351	414726	54.90%	PFC1
GW26_PFC1_L1_sc3	GABAergic neurons	GW26	1602	517188	260052	50.30%	PFC1
GW26_PFC1_L1_sc4	GABAergic neurons	GW26	5935	16543239	8946759	54.10%	PFC1
GW26_PFC1_L1_sc5	GABAergic neurons	GW26	4620	923048	587827	63.70%	PFC1
GW26_PFC1_L1_sc6	GABAergic neurons	GW26	3269	3603058	2154290	59.80%	PFC1
GW26_PFC1_L1_sc7	Microglia	GW26	1799	888276	616953	69.50%	PFC1
GW26_PFC1_L1_sc8	GABAergic neurons	GW26	6021	15797763	10022332	63.40%	PFC1
GW26_PFC1_L1_sc9	GABAergic neurons	GW26	3100	2210525	1232293	55.70%	PFC1
GW26_PFC1_L2_sc1	GABAergic neurons	GW26	3470	3268754	2326619	71.20%	PFC1
GW26_PFC1_L2_sc10	Neurons	GW26	2457	1681121	1113800	66.30%	PFC1
GW26_PFC1_L2_sc11	GABAergic neurons	GW26	1457	522925	290232	55.50%	PFC1
GW26_PFC1_L2_sc12	GABAergic neurons	GW26	2214	358596	231975	64.70%	PFC1
GW26_PFC1_L2_sc13	GABAergic neurons	GW26	2436	539865	271127	50.20%	PFC1
GW26_PFC1_L2_sc14	Neurons	GW26	1880	859799	589451	68.60%	PFC1
GW26_PFC1_L2_sc15	GABAergic neurons	GW26	1888	890838	578287	64.90%	PFC1
GW26_PFC1_L2_sc16	Neurons	GW26	1961	1211823	838019	69.20%	PFC1
GW26_PFC1_L2_sc2	GABAergic neurons	GW26	1344	642455	415917	64.70%	PFC1
GW26_PFC1_L2_sc3	Neurons	GW26	1744	977470	623289	63.80%	PFC1
GW26_PFC1_L2_sc4	GABAergic neurons	GW26	1686	661980	352835	53.30%	PFC1
GW26_PFC1_L2_sc5	Neurons	GW26	2273	518618	373801	72.10%	PFC1
GW26_PFC1_L2_sc6	Neurons	GW26	2471	611530	187835	30.70%	PFC1
GW26_PFC1_L2_sc7	GABAergic neurons	GW26	2150	743566	544836	73.30%	PFC1
GW26_PFC1_L2_sc8	Neurons	GW26	3594	1172985	683555	58.30%	PFC1
GW26_PFC1_L2_sc9	Neurons	GW26	2282	1260815	857111	68.00%	PFC1
GW26_PFC1_L3_sc1	GABAergic neurons	GW26	3348	3871396	2478531	64.00%	PFC1
GW26_PFC1_L3_sc10	GABAergic neurons	GW26	1917	1378173	784421	56.90%	PFC1
GW26_PFC1_L3_sc11	GABAergic neurons	GW26	2624	3823219	1939633	50.70%	PFC1
GW26_PFC1_L3_sc12	GABAergic neurons	GW26	1112	142737	76182	53.40%	PFC1
GW26_PFC1_L3_sc13	GABAergic neurons	GW26	1935	1193789	808448	67.70%	PFC1
GW26_PFC1_L3_sc14	GABAergic neurons	GW26	2100	396819	246229	62.10%	PFC1
GW26_PFC1_L3_sc15	GABAergic neurons	GW26	1300	656098	345933	52.70%	PFC1
GW26_PFC1_L3_sc16	GABAergic neurons	GW26	1710	1142031	830215	72.70%	PFC1
GW26_PFC1_L3_sc2	GABAergic neurons	GW26	2185	1336625	898807	67.20%	PFC1
GW26_PFC1_L3_sc3	GABAergic neurons	GW26	3927	5697920	3043729	53.40%	PFC1
GW26_PFC1_L3_sc4	GABAergic neurons	GW26	2701	2583636	1435321	55.60%	PFC1
GW26_PFC1_L3_sc5	GABAergic neurons	GW26	4797	4877119	2991843	61.30%	PFC1
GW26_PFC1_L3_sc6	GABAergic neurons	GW26	2596	1792491	1145653	63.90%	PFC1
GW26_PFC1_L3_sc7	GABAergic neurons	GW26	1837	1264300	726511	57.50%	PFC1
GW26_PFC1_L3_sc8	GABAergic neurons	GW26	4511	8559629	4889107	57.10%	PFC1
GW26_PFC1_L3_sc9	Astrocytes	GW26	3794	3303980	2206427	66.80%	PFC1
GW26_PFC1_L4_sc1	GABAergic neurons	GW26	2480	1447155	628145	43.40%	PFC1
GW26_PFC1_L4_sc10	Astrocytes	GW26	3451	2792055	2054263	73.60%	PFC1
GW26_PFC1_L4_sc11	GABAergic neurons	GW26	1733	563579	351194	62.30%	PFC1
GW26_PFC1_L4_sc12	GABAergic neurons	GW26	2624	4981188	2573276	51.70%	PFC1
GW26_PFC1_L4_sc13	GABAergic neurons	GW26	1839	998789	718607	71.90%	PFC1
GW26_PFC1_L4_sc14	Neurons	GW26	2781	2714671	1671167	61.60%	PFC1
GW26_PFC1_L4_sc15	OPC	GW26	2966	200456	140142	69.90%	PFC1
GW26_PFC1_L4_sc16	Neurons	GW26	1859	735751	546956	74.30%	PFC1
GW26_PFC1_L4_sc2	GABAergic neurons	GW26	2724	529840	288049	54.40%	PFC1
GW26_PFC1_L4_sc3	Astrocytes	GW26	3481	5818119	1886196	32.40%	PFC1
GW26_PFC1_L4_sc4	OPC	GW26	3398	2810444	1861406	66.20%	PFC1
GW26_PFC1_L4_sc5	GABAergic neurons	GW26	4843	11693081	6702275	57.30%	PFC1
GW26_PFC1_L4_sc6	GABAergic neurons	GW26	2975	3318939	1826936	55.00%	PFC1
GW26_PFC1_L4_sc7	GABAergic neurons	GW26	1828	903643	610289	67.50%	PFC1
GW26_PFC1_L4_sc8	Neurons	GW26	2938	4232204	1519809	35.90%	PFC1
GW26_PFC1_L4_sc9	Neurons	GW26	2953	3626819	2106669	58.10%	PFC1
GW26_PFC1_M1_sc1	Neurons	GW26	2047	986841	716765	72.60%	PFC1
GW26_PFC1_M1_sc11	Neurons	GW26	2183	993060	746632	75.20%	PFC1
GW26_PFC1_M1_sc12	Neurons	GW26	2547	1445885	1165328	80.60%	PFC1
GW26_PFC1_M1_sc13	Neurons	GW26	2213	1379742	1063943	77.10%	PFC1
GW26_PFC1_M1_sc15	Neurons	GW26	1813	1194567	883556	74.00%	PFC1
GW26_PFC1_M1_sc16	Neurons	GW26	2255	2363915	972617	41.10%	PFC1
GW26_PFC1_M1_sc2	Neurons	GW26	3311	878117	598498	68.20%	PFC1
GW26_PFC1_M1_sc3	OPC	GW26	2603	1830187	1386307	75.70%	PFC1
GW26_PFC1_M1_sc4	GABAergic neurons	GW26	1313	488901	308825	63.20%	PFC1
GW26_PFC1_M1_sc5	GABAergic neurons	GW26	1612	254514	147217	57.80%	PFC1
GW26_PFC1_M1_sc6	GABAergic neurons	GW26	2690	1339958	78875	5.90%	PFC1
GW26_PFC1_M1_sc7	Neurons	GW26	1913	865404	658943	76.10%	PFC1
GW26_PFC1_M1_sc8	OPC	GW26	2041	1270243	899429	70.80%	PFC1
GW26_PFC1_M1_sc9	GABAergic neurons	GW26	1625	718773	507904	70.70%	PFC1
GW26_PFC1_M2_sc1	GABAergic neurons	GW26	2774	2285244	1463871	64.10%	PFC1
GW26_PFC1_M2_sc10	GABAergic neurons	GW26	2511	642694	324133	50.40%	PFC1
GW26_PFC1_M2_sc11	OPC	GW26	2942	2011634	1285074	63.90%	PFC1
GW26_PFC1_M2_sc12	GABAergic neurons	GW26	2096	586305	375124	64.00%	PFC1
GW26_PFC1_M2_sc13	GABAergic neurons	GW26	2522	2195114	1320331	60.10%	PFC1
GW26_PFC1_M2_sc14	GABAergic neurons	GW26	1775	1427113	797189	55.90%	PFC1
GW26_PFC1_M2_sc15	Microglia	GW26	2600	3129715	1923707	61.50%	PFC1
GW26_PFC1_M2_sc16	Neurons	GW26	2438	2269162	1359725	59.90%	PFC1
GW26_PFC1_M2_sc2	OPC	GW26	3199	3310673	2279622	68.90%	PFC1
GW26_PFC1_M2_sc3	GABAergic neurons	GW26	3088	3281299	1895489	57.80%	PFC1
GW26_PFC1_M2_sc4	GABAergic neurons	GW26	2088	1449096	846434	58.40%	PFC1
GW26_PFC1_M2_sc5	GABAergic neurons	GW26	1610	654136	337177	51.50%	PFC1
GW26_PFC1_M2_sc6	GABAergic neurons	GW26	2633	2792842	1564741	56.00%	PFC1
GW26_PFC1_M2_sc8	GABAergic neurons	GW26	1835	1581333	716048	45.30%	PFC1
GW26_PFC1_M2_sc9	GABAergic neurons	GW26	2125	1493921	809553	54.20%	PFC1
GW26_PFC1_M3_sc1	GABAergic neurons	GW26	5971	18775377	10461793	55.70%	PFC1
GW26_PFC1_M3_sc10	GABAergic neurons	GW26	2071	769004	573318	74.60%	PFC1
GW26_PFC1_M3_sc11	GABAergic neurons	GW26	4570	2460840	1798874	73.10%	PFC1
GW26_PFC1_M3_sc12	OPC	GW26	4881	4987408	3725695	74.70%	PFC1
GW26_PFC1_M3_sc13	Microglia	GW26	2997	3165918	2099510	66.30%	PFC1
GW26_PFC1_M3_sc14	OPC	GW26	3692	765116	524185	68.50%	PFC1
GW26_PFC1_M3_sc15	Astrocytes	GW26	2851	2135641	1329341	62.20%	PFC1
GW26_PFC1_M3_sc16	OPC	GW26	1251	305567	239718	78.50%	PFC1
GW26_PFC1_M3_sc2	GABAergic neurons	GW26	3839	4309955	2274806	52.80%	PFC1
GW26_PFC1_M3_sc3	GABAergic neurons	GW26	4419	9606434	5091373	53.00%	PFC1
GW26_PFC1_M3_sc4	GABAergic neurons	GW26	3311	1558448	943218	60.50%	PFC1
GW26_PFC1_M3_sc5	Astrocytes	GW26	3279	1107395	680420	61.40%	PFC1
GW26_PFC1_M3_sc6	GABAergic neurons	GW26	4672	5922638	3801691	64.20%	PFC1
GW26_PFC1_M3_sc7	GABAergic neurons	GW26	3301	3034673	1913358	63.00%	PFC1
GW26_PFC1_M3_sc8	OPC	GW26	4927	10741654	5746297	53.50%	PFC1
GW26_PFC1_M3_sc9	Astrocytes	GW26	3726	2314583	1609833	69.60%	PFC1
GW26_PFC1_M4_sc1	GABAergic neurons	GW26	3301	2562781	1343975	52.40%	PFC1
GW26_PFC1_M4_sc10	Microglia	GW26	2926	1667570	812218	48.70%	PFC1
GW26_PFC1_M4_sc11	GABAergic neurons	GW26	2085	702581	372728	53.10%	PFC1
GW26_PFC1_M4_sc12	GABAergic neurons	GW26	3196	1442712	622623	43.20%	PFC1
GW26_PFC1_M4_sc2	OPC	GW26	4400	6268626	3177008	50.70%	PFC1
GW26_PFC1_M4_sc3	GABAergic neurons	GW26	2333	971820	488228	50.20%	PFC1
GW26_PFC1_M4_sc4	GABAergic neurons	GW26	3593	2260681	1314894	58.20%	PFC1
GW26_PFC1_M4_sc6	GABAergic neurons	GW26	1255	360027	177812	49.40%	PFC1
GW26_PFC1_M4_sc7	GABAergic neurons	GW26	3350	3839722	1725994	45.00%	PFC1
GW26_PFC1_M4_sc8	GABAergic neurons	GW26	3451	1812599	923887	51.00%	PFC1
GW26_PFC1_M4_sc9	Astrocytes	GW26	3871	2770291	1505968	54.40%	PFC1
GW26_PFC1_N1_sc1	GABAergic neurons	GW26	4149	1447922	816401	56.40%	PFC1
GW26_PFC1_N1_sc10	GABAergic neurons	GW26	1729	281510	178325	63.30%	PFC1
GW26_PFC1_N1_sc11	GABAergic neurons	GW26	2029	371801	201281	54.10%	PFC1
GW26_PFC1_N1_sc12	GABAergic neurons	GW26	2187	438334	257545	58.80%	PFC1
GW26_PFC1_N1_sc13	GABAergic neurons	GW26	1409	217911	125753	57.70%	PFC1
GW26_PFC1_N1_sc14	Astrocytes	GW26	4351	1549587	973108	62.80%	PFC1
GW26_PFC1_N1_sc15	GABAergic neurons	GW26	3922	175645	119691	68.10%	PFC1
GW26_PFC1_N1_sc16	GABAergic neurons	GW26	1576	271354	169685	62.50%	PFC1
GW26_PFC1_N1_sc2	GABAergic neurons	GW26	1454	168597	97309	57.70%	PFC1
GW26_PFC1_N1_sc4	Neurons	GW26	2590	665987	438865	65.90%	PFC1
GW26_PFC1_N1_sc5	GABAergic neurons	GW26	1715	334628	207415	62.00%	PFC1
GW26_PFC1_N1_sc6	Microglia	GW26	2729	438900	288963	65.80%	PFC1
GW26_PFC1_N1_sc7	GABAergic neurons	GW26	2192	691891	389523	56.30%	PFC1
GW26_PFC1_N1_sc8	OPC	GW26	3087	872502	533268	61.10%	PFC1
GW26_PFC1_N1_sc9	Astrocytes	GW26	3018	541491	356083	65.80%	PFC1
GW26_PFC1_N2_sc1	OPC	GW26	2758	1854098	1125649	60.70%	PFC1
GW26_PFC1_N2_sc10	Microglia	GW26	2198	1002407	558969	55.80%	PFC1
GW26_PFC1_N2_sc11	GABAergic neurons	GW26	2018	602594	373589	62.00%	PFC1
GW26_PFC1_N2_sc12	GABAergic neurons	GW26	1430	786925	447432	56.90%	PFC1
GW26_PFC1_N2_sc14	OPC	GW26	2383	891511	650935	73.00%	PFC1
GW26_PFC1_N2_sc15	Astrocytes	GW26	2239	836996	616025	73.60%	PFC1
GW26_PFC1_N2_sc16	GABAergic neurons	GW26	1494	1351771	945541	69.90%	PFC1
GW26_PFC1_N2_sc2	GABAergic neurons	GW26	2502	2951087	1567634	53.10%	PFC1
GW26_PFC1_N2_sc3	GABAergic neurons	GW26	2709	1553225	1039246	66.90%	PFC1
GW26_PFC1_N2_sc4	GABAergic neurons	GW26	3802	5102452	2891531	56.70%	PFC1
GW26_PFC1_N2_sc5	GABAergic neurons	GW26	3348	3194499	1759865	55.10%	PFC1
GW26_PFC1_N2_sc6	GABAergic neurons	GW26	2137	577528	275410	47.70%	PFC1
GW26_PFC1_N2_sc7	GABAergic neurons	GW26	3535	3660361	2075003	56.70%	PFC1
GW26_PFC1_N2_sc8	Microglia	GW26	4249	4874194	2997951	61.50%	PFC1
GW26_PFC1_N2_sc9	OPC	GW26	4232	1522339	1106329	72.70%	PFC1
GW26_PFC1_N3_sc1	GABAergic neurons	GW26	4710	7069475	4498992	63.60%	PFC1
GW26_PFC1_N3_sc10	GABAergic neurons	GW26	2011	396111	87615	22.10%	PFC1
GW26_PFC1_N3_sc13	GABAergic neurons	GW26	1801	678346	521952	76.90%	PFC1
GW26_PFC1_N3_sc14	Astrocytes	GW26	2357	1229692	935305	76.10%	PFC1
GW26_PFC1_N3_sc15	GABAergic neurons	GW26	2076	1050161	701389	66.80%	PFC1
GW26_PFC1_N3_sc16	GABAergic neurons	GW26	1509	588847	418904	71.10%	PFC1
GW26_PFC1_N3_sc2	Astrocytes	GW26	4514	4319480	2917877	67.60%	PFC1
GW26_PFC1_N3_sc3	OPC	GW26	3884	3650780	2204283	60.40%	PFC1
GW26_PFC1_N3_sc4	Neurons	GW26	2042	994139	761634	76.60%	PFC1
GW26_PFC1_N3_sc5	Microglia	GW26	2088	1255811	892337	71.10%	PFC1
GW26_PFC1_N3_sc6	GABAergic neurons	GW26	1204	478085	365808	76.50%	PFC1
GW26_PFC1_N3_sc7	Microglia	GW26	2995	267860	202256	75.50%	PFC1
GW26_PFC1_N3_sc8	GABAergic neurons	GW26	1405	514076	395593	77.00%	PFC1
GW26_PFC1_N3_sc9	Microglia	GW26	3385	2584870	1940290	75.10%	PFC1
GW26_PFC1_N4_sc1	OPC	GW26	3921	5103961	2659709	52.10%	PFC1
GW26_PFC1_N4_sc10	GABAergic neurons	GW26	5085	9820023	5064458	51.60%	PFC1
GW26_PFC1_N4_sc11	Microglia	GW26	3481	453318	240660	53.10%	PFC1
GW26_PFC1_N4_sc12	OPC	GW26	4094	5867855	3333462	56.80%	PFC1
GW26_PFC1_N4_sc13	OPC	GW26	3571	2111211	1390041	65.80%	PFC1
